id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
0,,,,,,Sol,0.0,0.0,0.0,0.0,0.0,0.0,-26.7,4.85,G2V,0.656,5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,0,,1.0,,,
676,677.0,358.0,15.0,,21Alp And,Alpheratz,0.139791,29.090432,29.7442,135.68,-162.95,-12.0,2.07,-0.297,B9p,-0.038,25.974572,0.951042,14.461264,-2e-08,1.958e-05,-2.65e-05,0.0365971627080155,0.5077238184659449,6.577952018e-07,-7.90003892e-07,Alp,21.0,And,1,676,,114.49855346901884,Alp,2.083,2.063
744,746.0,432.0,21.0,Gl 8,11Bet Cas,Caph,0.152887,59.14978,16.7842,523.39,-180.42,11.3,2.28,1.155,F2III-IV,0.38,8.600014,0.344589,14.409503,1.681e-05,4.329e-05,2.39e-06,0.0400258528303232,1.0323584043676326,2.5374663227e-06,-8.74700842e-07,Bet,11.0,Cas,1,744,,30.06076302628229,Bet,2.303,2.263
1065,1067.0,886.0,39.0,,88Gam Peg,Algenib,0.220598,15.183596,120.048,4.7,-8.24,4.0,2.83,-2.567,B2IV,-0.19,115.664183,6.687324,31.442127,5.04e-06,3.03e-06,-3.56e-06,0.0577524133796261,0.2650037404493388,2.2786243e-08,-3.9948647e-08,Gam,88.0,Peg,1,1065,,926.4031007363994,Gam,2.846,2.816
1472,1475.0,1326.0,,Gl 15A,,Groombridge 34,0.306174,44.022954,3.5873,2888.92,410.58,12.0,8.09,10.316,M1V,1.56,2.571275,0.20667,2.493057,-1.7e-07,5.039e-05,1.366e-05,0.0801562054445776,0.7683454902950787,1.40058793803e-05,1.990548009e-06,,,And,1,1472,Gl  15,0.0065102849843486,GX,8.125,8.065
2076,2081.0,2261.0,99.0,,Alp Phe,Ankaa,0.438056,-42.305981,25.974,232.76,-353.64,75.0,2.4,0.327,K0III...,1.083,19.083654,2.198282,-17.483284,2.323e-05,3.218e-05,-8.456e-05,0.114682902957825,-0.7383786688321162,1.1284523229e-06,-1.714495099e-06,Alp,,Phe,1,2076,,64.44659847416881,,,
2914,2920.0,3360.0,153.0,,17Zet Cas,Fulu,0.616188,53.896909,181.8182,17.77,-9.15,2.0,3.69,-2.608,B2IV,-0.196,105.743565,17.207892,146.901502,5.11e-06,1.67e-05,-3.1e-06,0.1613176818246715,0.9406785238460538,8.6151391e-08,-4.4360451e-08,Zet,17.0,Cas,1,2914,,962.0552191862148,,,
3172,3179.0,3712.0,168.0,,18Alp Cas,Schedar,0.675116,56.537331,69.979,50.36,-32.17,-4.0,2.24,-1.985,K0II-IIIvar,1.17,37.984817,6.784483,58.379619,3.74e-06,1.802e-05,-9.43e-06,0.1767448813314833,0.9867625763100912,2.441521695e-07,-1.55964561e-07,Alp,18.0,Cas,1,3172,,542.0008904016238,Alp,2.25,2.23
3413,3419.0,4128.0,188.0,Gl 31,16Bet Cet,Diphda,0.72649,-17.986605,29.5334,232.79,32.71,13.3,2.04,-0.312,K0III,1.019,27.583638,5.310463,-9.119792,7.82e-06,3.545e-05,2.5e-07,0.1901946422304609,-0.3139254704026524,1.128597767e-06,1.58582554e-07,Bet,16.0,Cet,1,3413,,116.0913870126182,,,
3759,3765.0,4628.0,222.0,Gl 33,,96 G. Psc,0.806382,5.280615,7.4549,758.04,-1141.22,-10.0,5.74,6.378,K2V,0.89,7.258368,1.555495,0.686093,-1.198e-05,2.545e-05,-4.201e-05,0.2111103189642107,0.0921641160815062,3.6750816241e-06,-5.532790685e-06,,,Psc,1,3759,,0.2447935666196065,,,
3814,3821.0,4614.0,219.0,Gl 34A,24Eta Cas,Achird,0.81826,57.815187,5.9531,1087.11,-559.65,8.2,3.46,4.586,G0V SB,0.587,3.098462,0.674227,5.038376,1.105e-05,3.451e-05,-1.5e-06,0.2142198755075235,1.0090653769770737,5.2704580027e-06,-2.713259763e-06,Eta,24.0,Cas,1,3814,Gl  34,1.2752637064597296,Eta,3.507,3.457
3820,3829.0,,,Gl 35,,Van Maanen's Star,0.819416,5.38861,4.2626,1233.05,-2710.56,54.0,12.37,14.222,DG,0.554,4.146957,0.903519,0.400348,5.345e-05,3.772e-05,-5.057e-05,0.2145225144570207,0.0940489788001337,5.9779950881e-06,-1.3141165699e-05,,,Psc,1,3820,,0.0001783199772233,,12.621,12.091
4412,4422.0,5395.0,265.0,,28Ups2Cas,Castula,0.944432,59.181056,61.2745,-92.56,-45.33,-47.0,4.62,0.684,G8III-IV,0.957,30.437701,7.68286,52.6216,-5.94e-06,-2.986e-05,-4.818e-05,0.2472518134940012,1.0329042740471412,-4.487435427e-07,-2.19766041e-07,Ups-2,28.0,Cas,1,4412,,46.38739667560309,,,
4417,4427.0,5394.0,264.0,,27Gam Cas,Cih,0.945143,60.71674,168.3502,25.65,-3.82,-7.0,2.15,-3.981,B0IV:evar,-0.046,79.836717,20.168018,146.837047,-5.89e-06,2.01e-05,-7.77e-06,0.2474379511037043,1.0597070289510324,1.243547091e-07,-1.8519882e-08,Gam,27.0,Cas,1,4417,,3407.218616593573,Gam,2.173,2.133
5337,5348.0,6882.0,338.0,,Zet Phe,Wurren,1.139742,-55.24576,91.5751,21.17,29.7,15.0,3.94,-0.869,B6V + B0V,-0.12,49.896436,15.346501,-75.238648,1.595e-05,1.474e-05,-5.09e-06,0.2983838460567415,-0.9642204110904488,1.026350562e-07,1.43989663e-07,Zet,,Phe,1,5337,,193.9099078614849,Zet,4.199,3.929
5436,5447.0,6860.0,337.0,Gl 53.3,43Bet And,Mirach,1.162194,35.620558,60.5327,175.59,-112.23,-0.8,2.07,-1.84,M0IIIvar,1.576,46.946371,14.741814,35.255129,2.23e-06,5.471e-05,-2.725e-05,0.3042617927379897,0.6216960120690613,8.512843417e-07,-5.44106393e-07,Bet,43.0,And,1,5436,,474.2419852602448,,,
5725,5737.0,7344.0,361.0,,86Zet Psc,Revati,1.228857,7.575354,53.3049,141.66,-55.62,9.0,5.21,1.576,A7IV,0.32,50.128801,16.707567,7.027196,-1.12e-06,3.821e-05,-1.303e-05,0.3217139943867739,0.1322148645330212,6.867870599e-07,-2.69653369e-07,Zet,86.0,Psc,1,5725,,20.398583002685616,,5.256,5.036
6397,6411.0,8207.0,390.0,,46Xi  And,Adhil,1.372337,45.528778,65.7462,32.21,8.73,-13.0,4.87,0.781,K0III-IV,1.077,43.117698,16.194066,46.916563,-1.419e-05,5.64e-06,-7.54e-06,0.3592768833867569,0.7946270763370474,1.561584865e-07,4.2324234e-08,Xi,46.0,And,1,6397,,42.42286549229506,,,
6672,6686.0,8538.0,403.0,,37Del Cas,Ruchbah,1.430216,60.235283,30.4785,297.24,-49.49,7.0,2.66,0.24,A5Vv SB,0.16,14.082378,5.53413,26.457567,-6.85e-06,4.45e-05,2.58e-06,0.3744295872766107,1.0513040155749624,1.4410601841e-06,-2.3993429e-07,Del,37.0,Cas,1,6672,,69.82324040771711,Del,2.666,2.656
7083,7097.0,9270.0,437.0,,99Eta Psc,Alpherg,1.524725,15.345823,107.1811,25.73,-3.29,15.0,3.62,-1.531,G8III,0.974,95.233975,40.171366,28.364911,8.85e-06,1.824e-05,2.41e-06,0.3991719864974001,0.2678351374342624,1.2474256e-07,-1.595037e-08,Eta,99.0,Psc,1,7083,,356.77958828856265,,,
7499,7513.0,9826.0,458.0,Gl 61,50Ups And,Titawin,1.613299,41.405459,13.4916,-172.57,-381.01,-28.7,4.1,3.45,F8V,0.536,9.229933,4.147969,8.92295,-4.2e-07,-1.256e-05,-3.81e-05,0.4223606833740253,0.7226615840997149,-8.366429685e-07,-1.847188604e-06,Ups,50.0,And,1,7499,,3.630780547701012,,,
7574,7588.0,10144.0,472.0,,Alp Eri,Achernar,1.628556,-57.236757,42.7533,88.02,-40.08,16.0,0.45,-2.705,B3Vp,-0.158,21.065573,9.568417,-35.951967,-5.84e-06,1.738e-05,-1.826e-05,0.4263550659137642,-0.9989698692415762,4.267330016e-07,-1.94313323e-07,Alp,,Eri,1,7574,,1051.9618738232234,Alp,0.487,0.427
7593,7607.0,9927.0,464.0,,51    And,Nembus,1.633205,48.628213,54.3183,60.9,-112.42,16.0,3.59,-0.085,K3III,1.275,32.669331,14.886999,40.762548,2.341e-05,2.829e-05,-7.29e-06,0.4275720594509002,0.8487224280090337,2.952515315e-07,-5.45027539e-07,,51.0,And,1,7593,,94.18895965228413,,,
7736,7751.0,10360.0,486.0,Gl 66B,,p Eridani,1.663169,-56.1964,7.8223,286.1,16.66,22.5,5.76,6.293,K0V,0.88,3.945945,1.835674,-6.500103,7.51e-06,1.546e-05,-1.877e-05,0.4354167347044755,-0.9808122092628588,1.3870519401e-06,8.0769959e-08,,,Eri,2,118084,Gl 66,0.2647280740017561,,,
8183,8198.0,10761.0,510.0,,110Omi Psc,Torcular,1.756564,9.157736,85.6898,70.82,38.99,14.0,4.26,-0.405,K0III,0.942,75.808974,37.546943,13.637807,-2.7e-06,3.149e-05,1.827e-05,0.459867349269175,0.1598326410024725,3.433450486e-07,1.89028854e-07,Omi,110.0,Psc,1,8183,,126.4736347471151,,,
8628,8645.0,11353.0,539.0,,55Zet Cet,Baten Kaitos,1.857676,-10.335038,72.0461,38.78,-38.04,9.0,3.74,-0.548,K2III,1.136,62.65906,33.12747,-12.925362,-4.3e-07,1.509e-05,-1.472e-05,0.4863384110940215,-0.180380435702335,1.880107453e-07,-1.84423124e-07,Zet,55.0,Cet,1,8628,,144.27796231294775,,,
8777,8796.0,11443.0,544.0,Gl 78.1,2Alp Tri,Mothallah,1.884696,29.578829,19.4175,12.02,-233.69,-16.2,3.42,1.979,F6IV,0.488,14.872602,7.99818,9.584806,-3.66e-06,-6.9e-07,-2.731e-05,0.4934123459027885,0.5162479585904625,5.82746044e-08,-1.13296109e-06,Alp,2.0,Tri,1,8777,,14.073431383183484,Alp,3.429,3.409
8813,8832.0,11502.0,546.0,,5Gam2Ari,Mesarthim,1.89217,19.293852,50.3018,79.43,-99.1,-1.0,3.88,0.372,A1p Si,-0.047,41.769649,22.568336,16.620371,-3.03e-06,2.038e-05,-2.315e-05,0.4953689125156816,0.3367412380593763,3.850875065e-07,-4.80450357e-07,Gam-2,5.0,Ari,1,8813,,61.83010727517132,Gam,3.892,3.872
8867,8886.0,11415.0,542.0,,45Eps Cas,Segin,1.906584,63.670101,126.2626,31.98,-18.66,-8.0,3.35,-2.156,B2pvar,-0.15,49.169644,26.806887,113.163436,-3.57e-06,2.035e-05,-1.24e-05,0.4991424996298816,1.11125290442047,1.55043415e-07,-9.0466232e-08,Eps,45.0,Cas,1,8867,,634.453795775715,,,
8884,8903.0,11636.0,553.0,Gl 80,6Bet Ari,Sheratan,1.910668,20.808035,17.9856,96.32,-108.8,-4.0,2.64,1.365,A5V...,0.165,14.752622,8.063457,6.389157,-4.43e-06,7.15e-06,-1.032e-05,0.5002117420096996,0.363168721573765,4.669725371e-07,-5.27477284e-07,Bet,6.0,Ari,1,8884,,24.774220576332848,,,
9618,9640.0,12533.0,603.0,,57Gam1And,Almach,2.064984,42.329725,120.4819,43.08,-50.85,-12.0,2.1,-3.305,B8V,1.37,76.368059,45.840864,81.131974,-3.58e-06,2.72e-05,-3.022e-05,0.5406116765051688,0.738793066882135,2.088577336e-07,-2.46527756e-07,Gam-1,57.0,And,1,9618,,1828.1002161427427,,,
9861,9884.0,12929.0,617.0,Gl 84.3,13Alp Ari,Hamal,2.119555,23.462423,20.1776,190.73,-145.77,-14.4,2.01,0.486,K2III,1.151,15.731986,9.751722,8.03361,-1.649e-05,1.173e-05,-1.894e-05,0.554898130994913,0.4094965332621075,9.246851329e-07,-7.06712902e-07,Alp,13.0,Ari,1,9861,,55.6672798150948,,,
10800,10826.0,14386.0,681.0,,68Omi Cet,Mira,2.322442,-2.977643,91.659,10.33,-239.48,64.0,6.47,1.659,M5e-M9e,0.966,75.131148,52.288786,-4.761374,4.649e-05,3.795e-05,-0.00010967,0.6080139982109655,-0.0519696670282675,5.00812532e-08,-1.161031802e-06,Omi,68.0,Cet,1,10800,,18.897310544316767,Omi,8.511,4.871
11734,11767.0,8890.0,424.0,,1Alp UMi,Polaris,2.52975,89.264109,132.626,44.22,-11.74,-17.0,1.97,-3.643,F7:Ib-IIv SB,0.636,1.3431,1.047629,132.614909,-1.171e-05,2.692e-05,-1.748e-05,0.6622870748653336,1.5579526129751475,2.143846095e-07,-5.6917126e-08,Alp,1.0,UMi,1,11734,,2495.743794831569,Alp,1.993,1.953
12082,12114.0,16160.0,753.0,Gl 105A,,268 G. Cet,2.601357,6.88687,7.1803,1806.27,1442.5,26.0,5.79,6.509,K3V,0.918,5.538462,4.488223,0.861013,-2.374e-05,6.168e-05,5.304e-05,0.681033735135593,0.1201985615767425,8.7570440678e-06,6.993437342e-06,,,Cet,1,12082,Gl 105,0.2169701553800851,,,
12673,12706.0,16970.0,804.0,Gl 106.1A,86Gam Cet,Kaffaljidhma,2.721678,3.235818,24.4081,-146.43,-145.27,-5.1,3.47,1.532,A3V,0.093,18.440324,15.931398,1.377729,8.12e-06,-1.588e-05,-1.746e-05,0.7125335102641163,0.0564756864727112,-7.099126724e-07,-7.04288833e-07,Gam,86.0,Cet,1,12673,Gl 106.1,21.242224773886967,,,
13028,13061.0,17361.0,824.0,,39    Ari,Lilii Borea,2.79848,29.247118,52.6039,148.42,-125.76,-15.0,4.52,0.915,K1III,1.112,34.120953,30.698125,25.701009,-2.362e-05,2.966e-05,-3.548e-05,0.732640352154066,0.510458508110265,7.195604647e-07,-6.09701684e-07,,39.0,Ari,1,13028,,37.49730022454834,,,
13176,13209.0,17573.0,838.0,,41    Ari,Bharani,2.833063,27.260507,50.7872,65.47,-116.59,4.0,3.61,0.081,B8Vn,-0.1,33.287607,30.498162,23.26243,1.49e-06,2.322e-05,-2.364e-05,0.7416942123157708,0.4757856031126375,3.174075167e-07,-5.6524427e-07,,41.0,Ari,1,13176,,80.83510373900673,,,
13234,13268.0,17506.0,834.0,,15Eta Per,Miram,2.844945,55.895496,269.5418,16.64,-13.76,-1.0,3.77,-3.383,K3Ib comp SB,1.69,111.116108,102.442422,223.184985,-4.21e-06,2.569e-05,-1.093e-05,0.7448048908887189,0.9755604422843326,8.06729964e-08,-6.6710362e-08,Eta,15.0,Per,1,13234,,1964.264645879858,,,
13254,13288.0,17824.0,850.0,,2Tau2Eri,Angetenar,2.850645,-21.004019,57.3066,-39.0,-16.63,-9.0,4.76,0.969,K0III,0.906,39.279245,36.32166,-20.540573,-1.7e-07,-1.491e-05,-1.01e-06,0.7462971985733151,-0.3665892924645063,-1.890773354e-07,-8.0624515e-08,Tau-2,2.0,Eri,1,13254,,35.67795882885623,,,
13667,13701.0,18322.0,874.0,,3Eta Eri,Azha,2.940458,-8.898144,41.8585,77.73,-219.99,-20.0,3.89,0.781,K1III-IV,1.088,29.694338,28.782724,-6.474577,-3.045e-05,-7.54e-06,-4.094e-05,0.7698101253996465,-0.1553019172391312,3.768456739e-07,-1.066541615e-06,Eta,3.0,Eri,1,13667,,42.42286549229506,,,
13813,13847.0,18622.0,897.0,,The1Eri,Acamar,2.971023,-40.304672,49.4315,-53.53,25.71,12.0,2.88,-0.59,A4III+...,0.128,26.85749,26.453029,-31.974932,1.851e-05,2.3e-07,-3.24e-06,0.777812118193322,-0.7034492363510262,-2.595207632e-07,1.24645597e-07,The-1,,Eri,1,13813,,149.96848355023724,,,
14100,14135.0,18884.0,911.0,,92Alp Cet,Menkar,3.037992,4.089734,76.3942,-11.81,-78.76,-26.0,2.54,-1.875,M2III,1.63,53.342561,54.414384,5.448321,-1.399e-05,-2.052e-05,-3.099e-05,0.7953445140056629,0.0713793229065275,-5.72564957e-08,-3.81839254e-07,Alp,92.0,Cet,1,14100,,489.7788193684461,Alp,2.561,2.521
14540,14576.0,19356.0,936.0,,26Bet Per,Algol,3.136148,40.955648,27.571,2.39,-1.44,4.0,2.09,-0.112,B8V,-0.003,14.189428,15.238793,18.072114,1.96e-06,2.57e-06,2.54e-06,0.821041501386661,0.7148108979134763,1.1587047e-08,-6.981317e-09,Bet,26.0,Per,1,14540,,96.56060985415496,Bet,2.213,2.073
14632,14668.0,19476.0,941.0,,27Kap Per,Misam,3.158258,44.857544,34.5662,173.01,-142.05,29.0,3.79,1.097,K0III,0.98,16.593574,18.028979,24.381331,4.28e-06,4.746e-05,4.05e-06,0.8268300972913014,0.7829118300689613,8.387761487e-07,-6.88677833e-07,Kap,27.0,Per,1,14632,,31.71027438947892,,,
14802,14838.0,19787.0,951.0,,57Del Ari,Botein,3.193822,19.726677,52.0291,154.61,-8.39,25.0,4.35,0.769,K2IIIvar,1.033,32.830084,36.343153,17.561644,-1.233e-05,4.453e-05,6.64e-06,0.8361406877412756,0.3442954700861638,7.495704315e-07,-4.0675867e-08,Del,57.0,Ari,1,14802,,42.89434099967816,,,
14843,14879.0,20010.0,963.0,Gl 127A,Alp For,Dalim,3.201249,-28.987618,14.2369,371.49,612.26,-20.0,3.8,3.033,F8V,0.543,8.329775,9.25728,-6.899408,-1.733e-05,1.907e-05,4.687e-05,0.8380850470504916,-0.5059293771979,1.8010343419e-06,2.96832024e-06,Alp,,For,1,14843,Gl 127,5.330893422367013,,,
15159,15197.0,20320.0,984.0,,13Zet Eri,Zibal,3.263896,-8.81973,33.6474,-3.82,45.52,-4.0,4.8,2.165,A5m,0.232,21.831836,25.077889,-5.15902,-1.44e-06,-2.6e-06,7.96e-06,0.8544858979510274,-0.1539333249871137,-1.85198826e-08,2.20687187e-07,Zet,13.0,Eri,1,15159,,11.857687481671595,,,
15471,15510.0,20794.0,1008.0,Gl 139,,82 G. Eri,3.331944,-43.069784,6.0434,3038.08,726.34,86.7,4.26,5.354,G8V,0.711,2.839238,3.381499,-4.127499,-1.715e-05,0.00011797,-4.501e-05,0.8723007989903294,-0.7517095357877388,1.47290274662e-05,3.521395687e-06,,,Eri,1,15471,,0.6286370884130494,,,
15824,15863.0,20902.0,1017.0,,33Alp Per,Mirfak,3.405378,49.86118,155.2795,24.11,-26.01,-2.0,1.79,-4.166,F5Ib,0.481,62.885098,77.880689,118.708804,-5.55e-06,2.202e-05,-1.419e-05,0.8915260037750609,0.8702417516246674,1.168885784e-07,-1.26100038e-07,Alp,33.0,Per,1,15824,,4040.173353730007,,,
16496,16537.0,22049.0,1084.0,Gl 144,18Eps Eri,Ran,3.548848,-9.458262,3.2161,-976.44,17.97,16.9,3.72,6.183,K2V,0.881,1.89897,2.541426,-0.528523,2.243e-05,4.58e-06,-2.56e-06,0.9290861752463538,-0.1650778156910925,-4.7339147024e-06,8.7121018e-08,Eps,18.0,Eri,1,16496,,0.2929543829769431,Eps,3.735,3.715
17406,17448.0,23180.0,1131.0,,38Omi Per,Atik,3.738648,32.288248,343.6426,8.11,-10.32,19.0,3.84,-3.841,B1III,0.022,162.113525,241.065988,183.56674,3.08e-06,2.879e-05,-4.15e-06,0.978775637035908,0.5635362392132537,3.93183895e-08,-5.0032771e-08,Omi,38.0,Per,1,17406,,2995.021883751126,Omi,3.862,3.822
17447,17489.0,23288.0,1140.0,,16    Tau,Celaeno,3.746726,24.28947,115.6069,20.73,-44.0,3.0,5.45,0.135,B7IV,-0.034,58.617318,87.564472,47.554545,-2.46e-06,1.722e-05,-2.121e-05,0.9808906153914148,0.4239312274673337,1.00501876e-07,-2.13318019e-07,,16.0,Tau,1,17447,,76.91304402866098,,,
17457,17499.0,23302.0,1142.0,,17    Tau,Electra,3.747927,24.113339,124.0695,21.55,-44.92,12.0,3.72,-1.748,B6III,-0.105,62.965631,94.124106,50.687766,1.59e-06,2.569e-05,-1.965e-05,0.9812049121767964,0.4208571624398312,1.044773482e-07,-2.17778305e-07,,17.0,Tau,1,17457,,435.7124805030843,,,
17489,17531.0,23338.0,1145.0,,19    Tau,Taygeta,3.75347,24.467278,125.4705,19.35,-41.63,6.0,4.3,-1.193,B6V,-0.11,63.361504,95.01397,51.966577,-8.7e-07,1.99e-05,-2.051e-05,0.9826562478501628,0.4270345520055688,9.38114472e-08,-2.01827935e-07,,19.0,Tau,1,17489,,261.3364576189024,,,
17532,17573.0,23408.0,1149.0,,20    Tau,Maia,3.763779,24.367748,117.5088,21.09,-45.03,8.0,3.87,-1.48,B8III,-0.063,59.14718,89.215057,48.48319,-5e-08,2.167e-05,-1.999e-05,0.9853551086630458,0.4252974417735,1.022472052e-07,-2.183116e-07,,20.0,Tau,1,17532,,340.4081897010009,,,
17537,17579.0,23432.0,1151.0,,21    Tau,Asterope,3.765132,24.554511,114.0251,19.44,-45.36,9.0,5.76,0.475,B8V,-0.036,57.278032,86.462186,47.384166,1.42e-06,2.16e-05,-1.898e-05,0.9857092506680706,0.4285570627745062,9.42477795e-08,-2.19911485e-07,,21.0,Tau,1,17537,,56.23413251903491,,,
17566,17608.0,23480.0,1156.0,,23    Tau,Merope,3.772104,23.948358,116.5501,21.17,-42.67,6.0,4.14,-1.193,B6IV,-0.051,58.663928,88.906234,47.309232,-1.51e-06,1.944e-05,-1.954e-05,0.9875343910567416,0.4179777028875263,1.026350562e-07,-2.06869997e-07,,23.0,Tau,1,17566,,261.3364576189024,V971,4.157,4.137
17661,17702.0,23630.0,1165.0,,25Eta Tau,Alcyone,3.79141,24.105137,123.6094,19.35,-43.11,10.0,2.85,-2.61,B7III,-0.086,61.664507,94.489136,50.483636,1.16e-06,2.299e-05,-1.94e-05,0.9925887748501628,0.4207140092222012,9.38114472e-08,-2.09003177e-07,Eta,25.0,Tau,1,17661,,963.8290236239706,,,
17805,17847.0,23850.0,1178.0,,27    Tau,Atlas,3.819373,24.053415,117.2333,17.77,-44.7,9.0,3.62,-1.725,B8III,-0.07,57.849417,90.077197,47.782936,1.64e-06,2.124e-05,-1.945e-05,0.9999094198246716,0.4198112957724937,8.6151391e-08,-2.16711715e-07,,27.0,Tau,1,17805,,426.5795188015925,,,
17809,17851.0,23862.0,1180.0,,28    Tau,Pleione,3.819782,24.136712,117.096,18.71,-46.74,4.0,5.05,-0.293,B7p,-0.082,57.734463,89.91922,47.882552,-3e-08,1.3e-07,-2.1e-07,1.0000165727005967,0.4212650952332525,9.07086396e-08,-2.26601914e-07,,28.0,Tau,1,17809,,114.07750129221203,BU,5.071,5.031
18497,18543.0,25025.0,1231.0,,34Gam Eri,Zaurak,3.967157,-13.508515,62.3441,60.51,-111.34,62.0,2.97,-1.004,M1IIIb Ca-1,1.588,30.760217,52.235828,-14.56308,1.154e-05,5.563e-05,-4.753e-05,1.0385992839066334,-0.2357680691760712,2.933607581e-07,-5.39791551e-07,Gam,34.0,Eri,1,18497,,219.5836500973188,Gam,3.0,2.95
18567,18614.0,24912.0,1228.0,,46Xi  Per,Menkib,3.98275,35.791033,381.6794,1.92,2.3,70.0,3.98,-3.928,O7.5Iab:,0.016,156.01015,267.421217,223.218208,2.494e-05,4.98e-05,4.532e-05,1.0426815704486982,0.6246713605687475,9.3084227e-09,1.1150714e-08,Xi,46.0,Per,1,18567,,3244.890156605363,Xi,3.99,3.97
19538,19587.0,26574.0,1298.0,,38Omi1Eri,Beid,4.197761,-6.837581,37.3134,11.92,81.28,11.0,4.04,1.181,F2II-III,0.327,16.838836,33.000244,-4.442368,3.95e-06,1.249e-05,1.326e-05,1.098971297660669,-0.1193383030051087,5.77897907e-08,3.94056559e-07,Omi-1,38.0,Eri,1,19538,,29.349452222697927,Omi-1,4.062,4.022
19799,19849.0,26965.0,1325.0,Gl 166A,40Omi2Eri,Keid,4.254537,-7.652871,4.9845,-2239.33,-3419.86,-42.7,4.43,5.942,K1V,0.82,2.179524,4.432894,-0.66374,2.462e-05,-7.258e-05,-7.609e-05,1.1138350819408132,-0.1335677885549312,-1.08565781928e-05,-1.6579949135e-05,Omi-2,40.0,Eri,1,19799,Gl 166,0.3657631930094519,,,
20155,20205.0,27371.0,1346.0,,54Gam Tau,Prima Hyadum,4.329889,15.627642,49.5295,115.29,-23.86,39.0,3.65,0.176,G8III,0.981,20.197375,43.211662,13.342572,-8.16e-06,4.792e-05,5.23e-06,1.133562340739808,0.27275381183024,5.589416923e-07,-1.15676544e-07,Gam,54.0,Tau,1,20155,,74.06277836681546,,,
20405,20455.0,27697.0,1373.0,,61Del1Tau,Secunda Hyadum,4.382247,17.542514,47.7099,107.75,-28.84,39.0,3.77,0.377,G8III,0.983,18.695965,41.472036,14.380508,-6.26e-06,4.675e-05,5.66e-06,1.147269650883982,0.3061746305726813,5.223867408e-07,-1.39820265e-07,Del-1,61.0,Tau,1,20405,,61.54602373713163,,,
20483,20535.0,28028.0,1393.0,,43    Eri,Beemim,4.400613,-34.016846,90.8265,73.77,57.57,24.0,3.97,-0.821,K4III,1.468,30.609599,68.780131,-50.811792,-1.564e-05,4.475e-05,7.28e-06,1.1520779014117062,-0.5937059698116938,3.576470521e-07,2.79107235e-07,,43.0,Eri,1,20483,,185.5239575549284,,,
20837,20889.0,28305.0,1409.0,,74Eps Tau,Ain,4.476943,19.180431,44.964,107.23,-36.77,39.0,3.53,0.266,K0III,1.014,16.488448,39.136798,14.772771,-5.89e-06,4.622e-05,5.53e-06,1.1720610098249595,0.3347616811725875,5.198657097e-07,-1.7826599e-07,Eps,74.0,Tau,1,20837,,68.17105263058534,,,
20842,20894.0,28319.0,1412.0,,78The2Tau,Chamukuy,4.477705,15.870883,46.1042,108.66,-26.39,40.0,3.4,0.081,A7III,0.179,17.209733,40.871602,12.608233,-6.49e-06,4.718e-05,5.51e-06,1.1722604464872712,0.2769991565046125,5.267985453e-07,-1.2794233e-07,The-2,78.0,Tau,1,20842,,80.83510373900673,The-2,3.411,3.391
21340,21393.0,29291.0,1464.0,,52Ups2Eri,Theemin,4.592512,-30.562341,65.5738,-48.92,-12.75,-4.0,3.81,-0.274,G8III,0.957,20.338212,52.67393,-33.342657,1.25e-05,-1.081e-05,-1.41e-06,1.2023168237550403,-0.5334134848702601,-2.371708525e-07,-6.1813744e-08,Ups-2,52.0,Eri,1,21340,,112.0985512875314,,,
21368,21421.0,29139.0,1457.0,Gl 171.1A,87Alp Tau,Aldebaran,4.598677,16.509301,20.4332,62.78,-189.36,54.5,0.87,-0.682,K5III,1.538,7.02722,18.287604,5.806661,1.528e-05,5.709e-05,-2.14e-06,1.2039308112027507,0.2881416661221312,3.043660287e-07,-9.18043185e-07,Alp,87.0,Tau,1,21368,Gl 171.1,163.23000728189953,Alp,0.888,0.858
21541,21594.0,29503.0,1481.0,GJ 9160A,53    Eri,Sceptrum,4.63634,-14.30402,33.6814,-77.86,-178.06,41.8,3.86,1.223,K1III,1.082,11.405856,30.579706,-8.321655,2.388e-05,2.764e-05,-3.873e-05,1.2137910800855978,-0.2496522405183412,-3.774759317e-07,-8.63259239e-07,,53.0,Eri,1,21541,GJ 9160,28.235793691102995,,,
22396,22449.0,30652.0,1543.0,Gl 178,1Pi 3Ori,Tabit,4.830669,6.961276,8.0684,463.44,11.62,24.4,3.19,3.656,F6V,0.484,2.413721,7.63677,0.977904,-9.83e-06,2.903e-05,3.48e-06,1.2646661966795605,0.1214971799343037,2.2468205212e-06,5.6335349e-08,Pi-3,1.0,Ori,1,22396,,3.003308878676558,,,
22961,23015.0,31398.0,1577.0,,3Iot Aur,Hassaleh,4.949894,33.16609,151.2859,3.63,-18.54,18.0,2.69,-3.209,K3IIvar,1.49,34.378539,121.884168,82.763748,3.64e-06,2.271e-05,-1.31e-06,1.2958792109889454,0.57885747451101,1.75987366e-08,-8.9884456e-08,Iot,3.0,Aur,1,22961,,1673.4009068393125,,,
